Year,Month,Day,Precipitation (mm),Temp (Max),Temp (Min),Humidity
1997,5,29,0,26.6,12.2,62
1997,5,30,0,25.4,12.2,68
1997,5,31,0,25.6,11.2,55
1997,6,1,0,24.7,10.2,64
1997,6,2,0,25.2,15.1,66
1997,6,3,0,25.5,16.6,64
1997,6,4,0,26.4,11.6,64
1997,6,5,0,26.8,12.3,62
1997,6,6,8.1,19.5,14.6,87
1997,6,7,1.1,19.3,14.4,82
1997,6,8,2.4,20,11.4,81
1997,6,9,0,22.4,5.7,67
1997,6,10,0,26.3,9.2,63
1997,6,11,0,27.2,14,68
1997,6,12,0,27.5,12.7,71
1997,6,13,0,26.3,12,72
1997,6,14,0,25.8,11.7,74
1997,6,15,5,19.3,14,90
1997,6,16,1.2,24.6,14.8,79
1997,6,17,0,25.7,12.5,75
1997,6,18,3.6,27,14.6,65
1997,6,19,0,26.4,16.2,64
1997,6,20,0,27.1,13,69
1997,6,21,0,26,12.6,64
1997,6,22,0,27.2,10.6,50
1997,6,23,0,26.5,11,58
1997,6,24,0,26.7,9.8,56
1997,6,25,0,26.5,10.6,63
1997,6,26,0,27.2,9.8,63
1997,6,27,0,26.7,11,57
1997,6,28,0,26.5,10.7,57
1997,6,29,0,26.9,10.6,52
1997,6,30,0,26.6,10,54
