"","System","Season","Month","Day","Year","Bee","Plant","Visits","Precip","Tmax","Tmin","Humid"
"343","BBG","dry"," 5","28","1996","320","175","1","0","24.1","11.6","61"
"344","BBG","dry"," 5","28","1996","322","168","1","0","24.1","11.6","61"
"345","BBG","dry"," 5","28","1996","325","175","1","0","24.1","11.6","61"
"346","BBG","dry"," 5","28","1996","326","168;168;168;168;168","5","0","24.1","11.6","61"
"347","BBG","dry"," 5","28","1996","333","168","1","0","24.1","11.6","61"
"348","BBG","dry"," 5","28","1996","341","150","1","0","24.1","11.6","61"
"349","BBG","dry"," 5","28","1996","344","168","1","0","24.1","11.6","61"
"350","BBG","dry"," 5","28","1996","350"," 56","1","0","24.1","11.6","61"
"351","BBG","dry"," 5","28","1996","359"," 83","1","0","24.1","11.6","61"
"352","BBG","dry"," 5","28","1996","362"," 56; 56; 56","3","0","24.1","11.6","61"
"353","BBG","dry"," 5","28","1996","364"," 83; 83; 87;176","4","0","24.1","11.6","61"
"354","BBG","dry"," 5","28","1996","378"," 35; 56; 56;150","4","0","24.1","11.6","61"
"355","BBG","dry"," 6"," 4","1996","203"," 87","1","0","23.6","12.2","65"
"356","BBG","dry"," 6"," 4","1996","216"," 25","1","0","23.6","12.2","65"
"357","BBG","dry"," 6"," 4","1996","226"," 87","1","0","23.6","12.2","65"
"358","BBG","dry"," 6"," 4","1996","228"," 87;130","2","0","23.6","12.2","65"
"359","BBG","dry"," 6"," 4","1996","248"," 55","1","0","23.6","12.2","65"
"360","BBG","dry"," 6"," 4","1996","263"," 24","1","0","23.6","12.2","65"
"361","BBG","dry"," 6"," 4","1996","268"," 87","1","0","23.6","12.2","65"
"362","BBG","dry"," 6"," 4","1996","289"," 52; 52","2","0","23.6","12.2","65"
"363","BBG","dry"," 6"," 4","1996","291"," 52; 59; 87","3","0","23.6","12.2","65"
"364","BBG","dry"," 6"," 4","1996","293"," 52","1","0","23.6","12.2","65"
"365","BBG","dry"," 6"," 4","1996","328"," 55","1","0","23.6","12.2","65"
"366","BBG","dry"," 6"," 4","1996","333"," 87;127","2","0","23.6","12.2","65"
"367","BBG","dry"," 6"," 4","1996","341","136;154;154;154","4","0","23.6","12.2","65"
"368","BBG","dry"," 6"," 4","1996","350"," 16; 63; 63; 63; 65; 65;102","7","0","23.6","12.2","65"
"369","BBG","dry"," 6"," 4","1996","351","152","1","0","23.6","12.2","65"
"370","BBG","dry"," 6"," 4","1996","362"," 11; 11; 11","3","0","23.6","12.2","65"
"371","BBG","dry"," 6"," 4","1996","364"," 55; 63","2","0","23.6","12.2","65"
"372","BBG","dry"," 6"," 4","1996","376"," 72","1","0","23.6","12.2","65"
"373","BBG","dry"," 6"," 4","1996","378"," 11; 36; 36; 72; 72; 72; 72; 72; 72; 72; 72; 72; 72; 72; 72;154","16","0","23.6","12.2","65"
"374","BBG","dry"," 6"," 4","1996","386"," 25","1","0","23.6","12.2","65"
"375","BBG","dry"," 6","11","1996","216","154","1","0","23.3","10.4","71"
"376","BBG","dry"," 6","11","1996","289","168","1","0","23.3","10.4","71"
"377","BBG","dry"," 6","11","1996","298","168","1","0","23.3","10.4","71"
"378","BBG","dry"," 6","11","1996","305"," 83","1","0","23.3","10.4","71"
"379","BBG","dry"," 6","11","1996","325","136","1","0","23.3","10.4","71"
"380","BBG","dry"," 6","11","1996","350","127","1","0","23.3","10.4","71"
"381","BBG","dry"," 6","11","1996","364","127","1","0","23.3","10.4","71"
"382","BBG","dry"," 6","11","1996","378","168","1","0","23.3","10.4","71"
"383","BBG","dry"," 6","14","1996","216","154","1","0","24.5","10.8","73"
"384","BBG","dry"," 6","14","1996","281","168","1","0","24.5","10.8","73"
"385","BBG","dry"," 6","14","1996","298","148","1","0","24.5","10.8","73"
"386","BBG","dry"," 6","14","1996","321","168","1","0","24.5","10.8","73"
"387","BBG","dry"," 6","14","1996","326","168;168;168","3","0","24.5","10.8","73"
"388","BBG","dry"," 6","14","1996","364"," 83;148;148","3","0","24.5","10.8","73"
"389","BBG","dry"," 6","18","1996","216"," 66; 66; 66;154","4","0","27.5","7.4","55"
"390","BBG","dry"," 6","18","1996","217"," 66; 66; 66;154","4","0","27.5","7.4","55"
"391","BBG","dry"," 6","18","1996","248"," 66","1","0","27.5","7.4","55"
"392","BBG","dry"," 6","18","1996","263"," 66","1","0","27.5","7.4","55"
"393","BBG","dry"," 6","18","1996","291","168","1","0","27.5","7.4","55"
"394","BBG","dry"," 6","18","1996","298"," 66; 66","2","0","27.5","7.4","55"
"395","BBG","dry"," 6","18","1996","325"," 10; 10; 65","3","0","27.5","7.4","55"
"396","BBG","dry"," 6","18","1996","333","127","1","0","27.5","7.4","55"
"397","BBG","dry"," 6","18","1996","350"," 10; 56; 65; 66; 66; 66","6","0","27.5","7.4","55"
"398","BBG","dry"," 6","18","1996","351","168","1","0","27.5","7.4","55"
"399","BBG","dry"," 6","18","1996","357","168","1","0","27.5","7.4","55"
"400","BBG","dry"," 6","18","1996","361"," 25","1","0","27.5","7.4","55"
"401","BBG","dry"," 6","18","1996","362"," 10; 10; 56","3","0","27.5","7.4","55"
"402","BBG","dry"," 6","18","1996","364"," 56","1","0","27.5","7.4","55"
"403","BBG","dry"," 6","18","1996","378"," 10; 36; 56; 56; 56;137;154;168","8","0","27.5","7.4","55"
"404","BBG","dry"," 6","18","1996","380","154","1","0","27.5","7.4","55"
"405","BBG","dry"," 6","25","1996","217"," 36;150;154","3","0","25.8","11.9","53"
"406","BBG","dry"," 6","25","1996","248"," 87","1","0","25.8","11.9","53"
"407","BBG","dry"," 6","25","1996","250"," 55;171;171","3","0","25.8","11.9","53"
"408","BBG","dry"," 6","25","1996","298","137;171;171","3","0","25.8","11.9","53"
"409","BBG","dry"," 6","25","1996","317","168","1","0","25.8","11.9","53"
"410","BBG","dry"," 6","25","1996","325"," 65","1","0","25.8","11.9","53"
"411","BBG","dry"," 6","25","1996","326","168","1","0","25.8","11.9","53"
"412","BBG","dry"," 6","25","1996","329"," 83","1","0","25.8","11.9","53"
"413","BBG","dry"," 6","25","1996","350"," 10; 10;100;127;127","5","0","25.8","11.9","53"
"414","BBG","dry"," 6","25","1996","351"," 10; 10; 10; 10; 56","5","0","25.8","11.9","53"
"415","BBG","dry"," 6","25","1996","362"," 10; 10; 10; 56; 56; 56","6","0","25.8","11.9","53"
"416","BBG","dry"," 6","25","1996","364"," 83; 87; 87;137","4","0","25.8","11.9","53"
"417","BBG","dry"," 6","25","1996","378"," 56; 56; 56; 56;137;137;137;137;137;137","10","0","25.8","11.9","53"
"418","BBG","dry"," 6","25","1996","386"," 87","1","0","25.8","11.9","53"
"419","BBG","dry"," 6","27","1996","184","137","1","0","27.4","8.4","45"
"420","BBG","dry"," 6","27","1996","194","102;168;168","3","0","27.4","8.4","45"
"421","BBG","dry"," 6","27","1996","216"," 87;102;102;102;102","5","0","27.4","8.4","45"
"422","BBG","dry"," 6","27","1996","217","102;102","2","0","27.4","8.4","45"
"423","BBG","dry"," 6","27","1996","219"," 72","1","0","27.4","8.4","45"
"424","BBG","dry"," 6","27","1996","223","102","1","0","27.4","8.4","45"
"425","BBG","dry"," 6","27","1996","229","102;102","2","0","27.4","8.4","45"
"426","BBG","dry"," 6","27","1996","237","102","1","0","27.4","8.4","45"
"427","BBG","dry"," 6","27","1996","239","102;102;102;102","4","0","27.4","8.4","45"
"428","BBG","dry"," 6","27","1996","248","171","1","0","27.4","8.4","45"
"429","BBG","dry"," 6","27","1996","254","168","1","0","27.4","8.4","45"
"430","BBG","dry"," 6","27","1996","257","149","1","0","27.4","8.4","45"
"431","BBG","dry"," 6","27","1996","260","102","1","0","27.4","8.4","45"
"432","BBG","dry"," 6","27","1996","264","171","1","0","27.4","8.4","45"
"433","BBG","dry"," 6","27","1996","269","168","1","0","27.4","8.4","45"
"434","BBG","dry"," 6","27","1996","281","168","1","0","27.4","8.4","45"
"435","BBG","dry"," 6","27","1996","296"," 72","1","0","27.4","8.4","45"
"436","BBG","dry"," 6","27","1996","298","168","1","0","27.4","8.4","45"
"437","BBG","dry"," 6","27","1996","322","168;168","2","0","27.4","8.4","45"
"438","BBG","dry"," 6","27","1996","326","168;168;168","3","0","27.4","8.4","45"
"439","BBG","dry"," 6","27","1996","330","168","1","0","27.4","8.4","45"
"440","BBG","dry"," 6","27","1996","332","102;102;102","3","0","27.4","8.4","45"
"441","BBG","dry"," 6","27","1996","358","148","1","0","27.4","8.4","45"
"442","BBG","dry"," 6","27","1996","364"," 65; 83;148","3","0","27.4","8.4","45"
"443","BBG","dry"," 6","27","1996","375"," 36","1","0","27.4","8.4","45"
"444","BBG","dry"," 6","27","1996","378"," 36; 36; 36; 56;100;168","6","0","27.4","8.4","45"
"445","BBG","dry"," 7"," 2","1996","184"," 65","1","0","24.7","10.8","67"
"446","BBG","dry"," 7"," 2","1996","185","102;168","2","0","24.7","10.8","67"
"447","BBG","dry"," 7"," 2","1996","216","102;102;102;102;102;102;102;102;102;102;102;102;102;168;168;175","16","0","24.7","10.8","67"
"448","BBG","dry"," 7"," 2","1996","217","102;102;102;102;102;102;102;102;102;102;102","11","0","24.7","10.8","67"
"449","BBG","dry"," 7"," 2","1996","223","102","1","0","24.7","10.8","67"
"450","BBG","dry"," 7"," 2","1996","229","102;102","2","0","24.7","10.8","67"
"451","BBG","dry"," 7"," 2","1996","239","102;102","2","0","24.7","10.8","67"
"452","BBG","dry"," 7"," 2","1996","248","102","1","0","24.7","10.8","67"
"453","BBG","dry"," 7"," 2","1996","249","102;102","2","0","24.7","10.8","67"
"454","BBG","dry"," 7"," 2","1996","250","102","1","0","24.7","10.8","67"
"455","BBG","dry"," 7"," 2","1996","289","175","1","0","24.7","10.8","67"
"456","BBG","dry"," 7"," 2","1996","295","102","1","0","24.7","10.8","67"
"457","BBG","dry"," 7"," 2","1996","298","102;168","2","0","24.7","10.8","67"
"458","BBG","dry"," 7"," 2","1996","326","168;168;168","3","0","24.7","10.8","67"
"459","BBG","dry"," 7"," 2","1996","350","102;102","2","0","24.7","10.8","67"
"460","BBG","dry"," 7"," 2","1996","362"," 56","1","0","24.7","10.8","67"
"461","BBG","dry"," 7"," 2","1996","364","127;127;175","3","0","24.7","10.8","67"
"462","BBG","dry"," 7"," 2","1996","376","127","1","0","24.7","10.8","67"
"463","BBG","dry"," 7"," 9","1996","185"," 87","1","0","26","9.1","44"
"464","BBG","dry"," 7"," 9","1996","199","154","1","0","26","9.1","44"
"465","BBG","dry"," 7"," 9","1996","214"," 65","1","0","26","9.1","44"
"466","BBG","dry"," 7"," 9","1996","216"," 65; 66; 66; 66; 66; 66; 66;102","8","0","26","9.1","44"
"467","BBG","dry"," 7"," 9","1996","217"," 66; 66; 66; 66; 66; 66; 87; 87;102;102;102;102;102;102;102;102;102;102;102;102;102","21","0","26","9.1","44"
"468","BBG","dry"," 7"," 9","1996","224","102","1","0","26","9.1","44"
"469","BBG","dry"," 7"," 9","1996","223"," 66; 66","2","0","26","9.1","44"
"470","BBG","dry"," 7"," 9","1996","229","102","1","0","26","9.1","44"
"471","BBG","dry"," 7"," 9","1996","237","102;102;102","3","0","26","9.1","44"
"472","BBG","dry"," 7"," 9","1996","238","102","1","0","26","9.1","44"
"473","BBG","dry"," 7"," 9","1996","239","102;102","2","0","26","9.1","44"
"474","BBG","dry"," 7"," 9","1996","248","146","1","0","26","9.1","44"
"475","BBG","dry"," 7"," 9","1996","250","146;146","2","0","26","9.1","44"
"476","BBG","dry"," 7"," 9","1996","291"," 65","1","0","26","9.1","44"
"477","BBG","dry"," 7"," 9","1996","295","102","1","0","26","9.1","44"
"478","BBG","dry"," 7"," 9","1996","296","102;102;102;102;154","5","0","26","9.1","44"
"479","BBG","dry"," 7"," 9","1996","350"," 66;127;127","3","0","26","9.1","44"
"480","BBG","dry"," 7"," 9","1996","351"," 65; 66","2","0","26","9.1","44"
"481","BBG","dry"," 7"," 9","1996","378"," 36; 47; 47;100;154","5","0","26","9.1","44"
"482","BBG","dry"," 7"," 9","1996","381"," 65","1","0","26","9.1","44"
"483","BBG","dry"," 7"," 9","1996","385","102","1","0","26","9.1","44"
"484","BBG","dry"," 7"," 9","1996","386"," 65; 66","2","0","26","9.1","44"
"485","BBG","dry"," 7","16","1996","216","  5;102","2","0","26.9","13.4","48"
"486","BBG","dry"," 7","16","1996","217","102;102;102;102","4","0","26.9","13.4","48"
"487","BBG","dry"," 7","16","1996","223","102","1","0","26.9","13.4","48"
"488","BBG","dry"," 7","16","1996","229","102;102;102","3","0","26.9","13.4","48"
"489","BBG","dry"," 7","16","1996","239","102;102","2","0","26.9","13.4","48"
"490","BBG","dry"," 7","16","1996","240","102","1","0","26.9","13.4","48"
"491","BBG","dry"," 7","16","1996","248","102;102;102;102","4","0","26.9","13.4","48"
"492","BBG","dry"," 7","16","1996","249","102;102;102;102","4","0","26.9","13.4","48"
"493","BBG","dry"," 7","16","1996","252","102","1","0","26.9","13.4","48"
"494","BBG","dry"," 7","16","1996","266","102","1","0","26.9","13.4","48"
"495","BBG","dry"," 7","16","1996","282","102","1","0","26.9","13.4","48"
"496","BBG","dry"," 7","16","1996","296","102","1","0","26.9","13.4","48"
"497","BBG","dry"," 7","16","1996","317","110","1","0","26.9","13.4","48"
"498","BBG","dry"," 7","16","1996","350","102","1","0","26.9","13.4","48"
"499","BBG","dry"," 7","23","1996","194"," 66","1","0","25.5","12.4","59"
"500","BBG","dry"," 7","23","1996","216","102;102","2","0","25.5","12.4","59"
"501","BBG","dry"," 7","23","1996","217","102;102;102;102;102","5","0","25.5","12.4","59"
"502","BBG","dry"," 7","23","1996","229","102;102;102;102;102","5","0","25.5","12.4","59"
"503","BBG","dry"," 7","23","1996","237","102;102;102;102","4","0","25.5","12.4","59"
"504","BBG","dry"," 7","23","1996","249","102","1","0","25.5","12.4","59"
"505","BBG","dry"," 7","23","1996","250","102","1","0","25.5","12.4","59"
"506","BBG","dry"," 7","23","1996","252"," 66","1","0","25.5","12.4","59"
"507","BBG","dry"," 7","23","1996","287","122","1","0","25.5","12.4","59"
"508","BBG","dry"," 7","23","1996","296","102;102;102","3","0","25.5","12.4","59"
"509","BBG","dry"," 7","23","1996","316","102","1","0","25.5","12.4","59"
"510","BBG","dry"," 7","23","1996","325","169","1","0","25.5","12.4","59"
"511","BBG","dry"," 7","23","1996","364"," 42; 59","2","0","25.5","12.4","59"
"512","BBG","dry"," 7","23","1996","375","122","1","0","25.5","12.4","59"
"513","BBG","dry"," 7","23","1996","378","137","1","0","25.5","12.4","59"
"514","BBG","dry"," 7","23","1996","386","122","1","0","25.5","12.4","59"
"515","BBG","dry"," 7","30","1996","195","102;149","2","0","25.9","13.9","48"
"516","BBG","dry"," 7","30","1996","198","102","1","0","25.9","13.9","48"
"517","BBG","dry"," 7","30","1996","209"," 85","1","0","25.9","13.9","48"
"518","BBG","dry"," 7","30","1996","216","149","1","0","25.9","13.9","48"
"519","BBG","dry"," 7","30","1996","289","149","1","0","25.9","13.9","48"
"520","BBG","dry"," 7","30","1996","364"," 65; 65","2","0","25.9","13.9","48"
"521","BBG","dry"," 7","30","1996","378","149;149","2","0","25.9","13.9","48"
"522","BBG","dry"," 8"," 1","1996","217"," 42;102;102;102;157","5","0","25.1","11.6","59"
"523","BBG","dry"," 8"," 1","1996","229","102;102","2","0","25.1","11.6","59"
"524","BBG","dry"," 8"," 1","1996","242","157","1","0","25.1","11.6","59"
"525","BBG","dry"," 8"," 1","1996","284","157","1","0","25.1","11.6","59"
"526","BBG","dry"," 8"," 1","1996","303","157","1","0","25.1","11.6","59"
"527","BBG","dry"," 8"," 1","1996","341"," 97","1","0","25.1","11.6","59"
"528","BBG","dry"," 8"," 1","1996","364"," 42; 42","2","0","25.1","11.6","59"
"529","BBG","dry"," 8"," 6","1996","194","111","1","0","28.8","10.6","25"
"530","BBG","dry"," 8"," 6","1996","195","111;111;111","3","0","28.8","10.6","25"
"531","BBG","dry"," 8"," 6","1996","216"," 66;111;111","3","0","28.8","10.6","25"
"532","BBG","dry"," 8"," 6","1996","217"," 66; 66; 66;102;102;102;102;102;102;111;111;111","12","0","28.8","10.6","25"
"533","BBG","dry"," 8"," 6","1996","229","102;111","2","0","28.8","10.6","25"
"534","BBG","dry"," 8"," 6","1996","233"," 96","1","0","28.8","10.6","25"
"535","BBG","dry"," 8"," 6","1996","242"," 96;102","2","0","28.8","10.6","25"
"536","BBG","dry"," 8"," 6","1996","248","102;102","2","0","28.8","10.6","25"
"537","BBG","dry"," 8"," 6","1996","249","102;102;102","3","0","28.8","10.6","25"
"538","BBG","dry"," 8"," 6","1996","303","157","1","0","28.8","10.6","25"
"539","BBG","dry"," 8"," 6","1996","309","111","1","0","28.8","10.6","25"
"540","BBG","dry"," 8"," 6","1996","341"," 96; 96","2","0","28.8","10.6","25"
"541","BBG","dry"," 8"," 6","1996","362","149","1","0","28.8","10.6","25"
"542","BBG","dry"," 8"," 6","1996","364"," 42","1","0","28.8","10.6","25"
"543","BBG","dry"," 8"," 6","1996","377","102","1","0","28.8","10.6","25"
"544","BBG","dry"," 8"," 6","1996","378"," 66;157;157","3","0","28.8","10.6","25"
"545","BBG","dry"," 8"," 6","1996","380"," 68; 68","2","0","28.8","10.6","25"
"546","BBG","dry"," 8"," 6","1996","385","102","1","0","28.8","10.6","25"
"547","BBG","dry"," 8"," 7","1996","219","157","1","0","30.5","10.4","27"
"548","BBG","dry"," 8"," 7","1996","233","157","1","0","30.5","10.4","27"
"549","BBG","dry"," 8"," 7","1996","242","157","1","0","30.5","10.4","27"
"550","BBG","dry"," 8"," 7","1996","248"," 66","1","0","30.5","10.4","27"
"551","BBG","dry"," 8"," 7","1996","249"," 66","1","0","30.5","10.4","27"
"552","BBG","dry"," 8"," 7","1996","250"," 66","1","0","30.5","10.4","27"
"553","BBG","dry"," 8"," 7","1996","303","157","1","0","30.5","10.4","27"
"554","BBG","dry"," 8","13","1996","183","157","1","0","30.1","15.3","58"
"555","BBG","dry"," 8","13","1996","191"," 42","1","0","30.1","15.3","58"
"556","BBG","dry"," 8","13","1996","194","111;111","2","0","30.1","15.3","58"
"557","BBG","dry"," 8","13","1996","196","102","1","0","30.1","15.3","58"
"558","BBG","dry"," 8","13","1996","199","149","1","0","30.1","15.3","58"
"559","BBG","dry"," 8","13","1996","209","111;111","2","0","30.1","15.3","58"
"560","BBG","dry"," 8","13","1996","217","102;102;102;102;102;102;102;122","8","0","30.1","15.3","58"
"561","BBG","dry"," 8","13","1996","233","102","1","0","30.1","15.3","58"
"562","BBG","dry"," 8","13","1996","239","157;157","2","0","30.1","15.3","58"
"563","BBG","dry"," 8","13","1996","242"," 12;157;157","3","0","30.1","15.3","58"
"564","BBG","dry"," 8","13","1996","248","102;111","2","0","30.1","15.3","58"
"565","BBG","dry"," 8","13","1996","249","102","1","0","30.1","15.3","58"
"566","BBG","dry"," 8","13","1996","303","157;157;157;157","4","0","30.1","15.3","58"
"567","BBG","dry"," 8","13","1996","317","175;175;175","3","0","30.1","15.3","58"
"568","BBG","dry"," 8","13","1996","325","149;149;149","3","0","30.1","15.3","58"
"569","BBG","dry"," 8","13","1996","332","149","1","0","30.1","15.3","58"
"570","BBG","dry"," 8","13","1996","362","149","1","0","30.1","15.3","58"
"571","BBG","dry"," 8","13","1996","364","149;175","2","0","30.1","15.3","58"
"572","BBG","dry"," 8","13","1996","385","102","1","0","30.1","15.3","58"
"573","BBG","dry"," 8","20","1996","199"," 75","1","0","25.5","10.8","50"
"574","BBG","dry"," 8","20","1996","203"," 75","1","0","25.5","10.8","50"
"575","BBG","dry"," 8","20","1996","216","102;149;157;157","4","0","25.5","10.8","50"
"576","BBG","dry"," 8","20","1996","217"," 66; 66; 84;102;102;149;149;149;149;157;157","11","0","25.5","10.8","50"
"577","BBG","dry"," 8","20","1996","223"," 75; 84","2","0","25.5","10.8","50"
"578","BBG","dry"," 8","20","1996","249","102","1","0","25.5","10.8","50"
"579","BBG","dry"," 8","20","1996","252"," 66","1","0","25.5","10.8","50"
"580","BBG","dry"," 8","20","1996","288","157","1","0","25.5","10.8","50"
"581","BBG","dry"," 8","20","1996","290"," 75; 75","2","0","25.5","10.8","50"
"582","BBG","dry"," 8","20","1996","306","168","1","0","25.5","10.8","50"
"583","BBG","dry"," 8","20","1996","308"," 75","1","0","25.5","10.8","50"
"584","BBG","dry"," 8","20","1996","341"," 96; 96","2","0","25.5","10.8","50"
"585","BBG","dry"," 8","20","1996","378"," 36; 36","2","0","25.5","10.8","50"
"586","BBG","dry"," 8","20","1996","385"," 66; 75","2","0","25.5","10.8","50"
"587","BBG","dry"," 8","20","1996","386"," 66; 84; 84","3","0","25.5","10.8","50"
"588","BBG","dry"," 8","22","1996","216"," 53","1","0","27","11.9","40"
"589","BBG","dry"," 8","22","1996","217","149","1","0","27","11.9","40"
"590","BBG","dry"," 8","22","1996","242","157;157;161;161","4","0","27","11.9","40"
"591","BBG","dry"," 8","22","1996","341"," 12; 96","2","0","27","11.9","40"
"592","BBG","dry"," 8","22","1996","378","144","1","0","27","11.9","40"
"593","BBG","dry"," 8","27","1996","203","122","1","0","30.5","12.8","34"
"594","BBG","dry"," 8","27","1996","224"," 47","1","0","30.5","12.8","34"
"595","BBG","dry"," 8","27","1996","239","157","1","0","30.5","12.8","34"
"596","BBG","dry"," 8","27","1996","242","157","1","0","30.5","12.8","34"
"597","BBG","dry"," 8","27","1996","263"," 66","1","0","30.5","12.8","34"
"598","BBG","dry"," 8","27","1996","341","157;157","2","0","30.5","12.8","34"
"599","BBG","dry"," 8","27","1996","356","150","1","0","30.5","12.8","34"
"600","BBG","dry"," 8","27","1996","378","157","1","0","30.5","12.8","34"
"601","BBG","dry"," 8","27","1996","386"," 73","1","0","30.5","12.8","34"
"602","BBG","dry"," 8","29","1996","217","122","1","0","29.9","15.3","28"
"603","BBG","dry"," 8","29","1996","233","157","1","0","29.9","15.3","28"
"604","BBG","dry"," 8","29","1996","242","157","1","0","29.9","15.3","28"
"605","BBG","dry"," 8","29","1996","303","157","1","0","29.9","15.3","28"
"606","BBG","dry"," 8","29","1996","343","122","1","0","29.9","15.3","28"
"607","BBG","dry"," 8","29","1996","364","108;108","2","0","29.9","15.3","28"
"608","BBG","dry"," 8","29","1996","385","122","1","0","29.9","15.3","28"
"609","BBG","dry"," 9"," 3","1996","216","149","1","0","30.9","14.3","50"
"610","BBG","dry"," 9"," 3","1996","217","  4","1","0","30.9","14.3","50"
"611","BBG","dry"," 9"," 3","1996","223","  4","1","0","30.9","14.3","50"
"612","BBG","dry"," 9"," 3","1996","289","109","1","0","30.9","14.3","50"
"613","BBG","dry"," 9"," 3","1996","325","109","1","0","30.9","14.3","50"
"614","BBG","dry"," 9"," 3","1996","350","109","1","0","30.9","14.3","50"
"615","BBG","dry"," 9"," 3","1996","351","109;109","2","0","30.9","14.3","50"
"616","BBG","dry"," 9"," 3","1996","362","109","1","0","30.9","14.3","50"
"617","BBG","dry"," 9"," 3","1996","364"," 73","1","0","30.9","14.3","50"
"618","BBG","dry"," 9"," 3","1996","378","  4; 73; 73; 76; 89; 89","6","0","30.9","14.3","50"
"619","BBG","dry"," 9"," 3","1996","379","109","1","0","30.9","14.3","50"
"620","BBG","dry"," 9"," 3","1996","387","  4;  4;  4;  4;  4","5","0","30.9","14.3","50"
"621","BBG","dry"," 9"," 5","1996","325","109","1","0.2","27.5","14.2","53"
"622","BBG","dry"," 9"," 5","1996","350","109","1","0.2","27.5","14.2","53"
"623","BBG","dry"," 9"," 9","1996","378"," 37; 73; 73; 73","4","0","30.9","14.8","34"
"624","BBG","dry"," 9","11","1996","186","  4","1","0","28.1","12","52"
"625","BBG","dry"," 9","11","1996","230","  4;  4","2","0","28.1","12","52"
"626","BBG","dry"," 9","11","1996","233","  4","1","0","28.1","12","52"
"627","BBG","dry"," 9","11","1996","239","122","1","0","28.1","12","52"
"628","BBG","dry"," 9","11","1996","336","  4","1","0","28.1","12","52"
"629","BBG","dry"," 9","11","1996","337","  4","1","0","28.1","12","52"
"630","BBG","dry"," 9","11","1996","350","  4;  4","2","0","28.1","12","52"
"631","BBG","dry"," 9","11","1996","377","122","1","0","28.1","12","52"
"632","BBG","dry"," 9","11","1996","378","  4","1","0","28.1","12","52"
"633","BBG","dry"," 9","11","1996","382","  4;  4","2","0","28.1","12","52"
"634","BBG","dry"," 9","11","1996","387","  4","1","0","28.1","12","52"
"635","BBG","dry"," 9","17","1996","185","140","1","0","31.3","15","31"
"636","BBG","dry"," 9","17","1996","216","122","1","0","31.3","15","31"
"637","BBG","dry"," 9","17","1996","217"," 27;122","2","0","31.3","15","31"
"638","BBG","dry"," 9","17","1996","289","122;122;122;122;122","5","0","31.3","15","31"
"639","BBG","dry"," 9","17","1996","325","122","1","0","31.3","15","31"
"640","BBG","dry"," 9","17","1996","362"," 64; 64; 64; 64","4","0","31.3","15","31"
"641","BBG","dry"," 9","17","1996","364"," 14; 27; 27; 27; 27","5","0","31.3","15","31"
"642","BBG","dry"," 9","24","1996","209"," 27","1","0","31.6","17","41"
"643","BBG","dry"," 9","24","1996","219","  4","1","0","31.6","17","41"
"644","BBG","dry"," 9","24","1996","224","  4","1","0","31.6","17","41"
"645","BBG","dry"," 9","24","1996","225","  4; 27","2","0","31.6","17","41"
"646","BBG","dry"," 9","24","1996","233","  4;  4","2","0","31.6","17","41"
"647","BBG","dry"," 9","24","1996","238","  4","1","0","31.6","17","41"
"648","BBG","dry"," 9","24","1996","240","  4","1","0","31.6","17","41"
"649","BBG","dry"," 9","24","1996","243","  4","1","0","31.6","17","41"
"650","BBG","dry"," 9","24","1996","267","  4","1","0","31.6","17","41"
"651","BBG","dry"," 9","24","1996","276"," 27","1","0","31.6","17","41"
"652","BBG","dry"," 9","24","1996","334","  4;  4","2","0","31.6","17","41"
"653","BBG","dry"," 9","24","1996","335","  4;  4","2","0","31.6","17","41"
"654","BBG","dry"," 9","24","1996","336","  4","1","0","31.6","17","41"
"655","BBG","dry"," 9","24","1996","337","  4;  4;  4","3","0","31.6","17","41"
"656","BBG","dry"," 9","24","1996","341","  4","1","0","31.6","17","41"
"657","BBG","dry"," 9","24","1996","344"," 27","1","0","31.6","17","41"
"658","BBG","dry"," 9","24","1996","362","  4","1","0","31.6","17","41"
"659","BBG","dry"," 9","24","1996","364","  4; 27","2","0","31.6","17","41"
"660","BBG","dry"," 9","24","1996","380","  4;  4;  4;  4","4","0","31.6","17","41"
"661","BBG","dry"," 9","24","1996","387","  4","1","0","31.6","17","41"
"662","BBG","dry"," 9","25","1996","192","123","1","0","33","17.1","36"
"663","BBG","dry"," 9","25","1996","194"," 33","1","0","33","17.1","36"
"664","BBG","dry"," 9","25","1996","196","153","1","0","33","17.1","36"
"665","BBG","dry"," 9","25","1996","199","139","1","0","33","17.1","36"
"666","BBG","dry"," 9","25","1996","203","139","1","0","33","17.1","36"
"667","BBG","dry"," 9","25","1996","216"," 50;153","2","0","33","17.1","36"
"668","BBG","dry"," 9","25","1996","224"," 30","1","0","33","17.1","36"
"669","BBG","dry"," 9","25","1996","252","123","1","0","33","17.1","36"
"670","BBG","dry"," 9","25","1996","340"," 33","1","0","33","17.1","36"
"671","BBG","dry"," 9","25","1996","349"," 33","1","0","33","17.1","36"
"672","BBG","dry"," 9","25","1996","350","139;153","2","0","33","17.1","36"
"673","BBG","dry"," 9","25","1996","378","153;153;153","3","0","33","17.1","36"
"674","BBG","wet","10"," 4","1996","216","151","1","0","30.7","15.3","56"
"675","BBG","wet","10"," 4","1996","217","150","1","0","30.7","15.3","56"
"676","BBG","wet","10"," 4","1996","225","150","1","0","30.7","15.3","56"
"677","BBG","wet","10"," 4","1996","230"," 80","1","0","30.7","15.3","56"
"678","BBG","wet","10"," 4","1996","234"," 80; 80","2","0","30.7","15.3","56"
