,Order,Pollinator.name,Genus,Species,Taxa,PlantName,Interactions,SystemCode,Season,Day,Month,Year,SystemLocation,Reference,Size,SizeType
1758,Hymenoptera,Ceratina.gossypii,Ceratina,gossypii,Ceratina gossypii,Lippia rotundifolia,1,bbg,,NA,,NA,Brasilia Botanical Garden,Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. ,7.35,BL
1759,Hymenoptera,Ceratina.gossypii,Ceratina,gossypii,Ceratina gossypii,Lippia rotundifolia,1,bbg,,NA,,NA,Brasilia Botanical Garden,Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. ,7.35,BL
1760,Hymenoptera,Ceratina.gossypii,Ceratina,gossypii,Ceratina gossypii,Lippia rotundifolia,1,bbg,,NA,,NA,Brasilia Botanical Garden,Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. ,7.35,BL
1761,Hymenoptera,Ceratina.gossypii,Ceratina,gossypii,Ceratina gossypii,Mimosa radula,1,bbg,,NA,,NA,Brasilia Botanical Garden,Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. ,7.35,BL
1762,Hymenoptera,Ceratina.gossypii,Ceratina,gossypii,Ceratina gossypii,Lippia rotundifolia,1,bbg,,NA,,NA,Brasilia Botanical Garden,Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. ,7.35,BL
1763,Hymenoptera,Ceratina.gossypii,Ceratina,gossypii,Ceratina gossypii,Lippia rotundifolia,1,bbg,,NA,,NA,Brasilia Botanical Garden,Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. ,7.35,BL
1764,Hymenoptera,Ceratina.gossypii,Ceratina,gossypii,Ceratina gossypii,Lepidaploa remotiflora,1,bbg,,NA,,NA,Brasilia Botanical Garden,Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. ,7.35,BL
1765,Hymenoptera,Ceratina.gossypii,Ceratina,gossypii,Ceratina gossypii,Banisteriopsis laevifolia,1,bbg,,NA,,NA,Brasilia Botanical Garden,Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. ,7.35,BL
1766,Hymenoptera,Ceratina.gossypii,Ceratina,gossypii,Ceratina gossypii,Lippia rotundifolia,1,bbg,,NA,,NA,Brasilia Botanical Garden,Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. ,7.35,BL
1767,Hymenoptera,Ceratina.gossypii,Ceratina,gossypii,Ceratina gossypii,Lepidaploa rufogrisea,1,bbg,,NA,,NA,Brasilia Botanical Garden,Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. ,7.35,BL
1768,Hymenoptera,Ceratina.gossypii,Ceratina,gossypii,Ceratina gossypii,Lippia rotundifolia,1,bbg,,NA,,NA,Brasilia Botanical Garden,Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. ,7.35,BL
1769,Hymenoptera,Ceratina.gossypii,Ceratina,gossypii,Ceratina gossypii,Turnera longiflora,1,bbg,,NA,,NA,Brasilia Botanical Garden,Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. ,7.35,BL
1770,Hymenoptera,Ceratina.gossypii,Ceratina,gossypii,Ceratina gossypii,Lippia rotundifolia,1,bbg,,NA,,NA,Brasilia Botanical Garden,Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. ,7.35,BL
1771,Hymenoptera,Ceratina.gossypii,Ceratina,gossypii,Ceratina gossypii,Lippia rotundifolia,1,bbg,,NA,,NA,Brasilia Botanical Garden,Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. ,7.35,BL
1772,Hymenoptera,Ceratina.gossypii,Ceratina,gossypii,Ceratina gossypii,Lippia rotundifolia,1,bbg,,NA,,NA,Brasilia Botanical Garden,Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. ,7.35,BL
1773,Hymenoptera,Ceratina.gossypii,Ceratina,gossypii,Ceratina gossypii,Phryganocydia corymbosa,1,bbg,,NA,,NA,Brasilia Botanical Garden,Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. ,7.35,BL
1774,Hymenoptera,Ceratina.gossypii,Ceratina,gossypii,Ceratina gossypii,Calea quadrifolia,1,bbg,,NA,,NA,Brasilia Botanical Garden,Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. ,7.35,BL
1775,Hymenoptera,Ceratina.gossypii,Ceratina,gossypii,Ceratina gossypii,Lepidaploa remotiflora,1,bbg,,NA,,NA,Brasilia Botanical Garden,Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. ,7.35,BL
1776,Hymenoptera,Ceratina.gossypii,Ceratina,gossypii,Ceratina gossypii,Lippia rotundifolia,1,bbg,,NA,,NA,Brasilia Botanical Garden,Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. ,7.35,BL
1777,Hymenoptera,Ceratina.gossypii,Ceratina,gossypii,Ceratina gossypii,Lepidaploa rufogrisea,1,bbg,,NA,,NA,Brasilia Botanical Garden,Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. ,7.35,BL
1778,Hymenoptera,Ceratina.maculifrons,Ceratina,maculifrons,Ceratina maculifrons,Jacaranda caroba,1,bbg,,NA,,NA,Brasilia Botanical Garden,Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. ,7.35,BL
1779,Hymenoptera,Ceratina.maculifrons,Ceratina,maculifrons,Ceratina maculifrons,Jacaranda caroba,1,bbg,,NA,,NA,Brasilia Botanical Garden,Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. ,7.35,BL
1780,Hymenoptera,Ceratina.maculifrons,Ceratina,maculifrons,Ceratina maculifrons,Calliandra dysantha,1,bbg,,NA,,NA,Brasilia Botanical Garden,Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. ,7.35,BL
1781,Hymenoptera,Ceratina.maculifrons,Ceratina,maculifrons,Ceratina maculifrons,Mimosa radula,1,bbg,,NA,,NA,Brasilia Botanical Garden,Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. ,7.35,BL
1782,Hymenoptera,Ceratina.maculifrons,Ceratina,maculifrons,Ceratina maculifrons,Lepidaploa remotiflora,1,bbg,,NA,,NA,Brasilia Botanical Garden,Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. ,7.35,BL
1783,Hymenoptera,Ceratina.maculifrons,Ceratina,maculifrons,Ceratina maculifrons,Lippia rotundifolia,1,bbg,,NA,,NA,Brasilia Botanical Garden,Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. ,7.35,BL
1784,Hymenoptera,Ceratina.maculifrons,Ceratina,maculifrons,Ceratina maculifrons,Mimosa radula,1,bbg,,NA,,NA,Brasilia Botanical Garden,Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. ,7.35,BL
1785,Hymenoptera,Ceratina.maculifrons,Ceratina,maculifrons,Ceratina maculifrons,Melochia villosa,1,bbg,,NA,,NA,Brasilia Botanical Garden,Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. ,7.35,BL
1786,Hymenoptera,Ceratina.maculifrons,Ceratina,maculifrons,Ceratina maculifrons,Lippia rotundifolia,1,bbg,,NA,,NA,Brasilia Botanical Garden,Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. ,7.35,BL
1787,Hymenoptera,Ceratina.maculifrons,Ceratina,maculifrons,Ceratina maculifrons,Ipomoea squamisepala,1,bbg,,NA,,NA,Brasilia Botanical Garden,Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. ,7.35,BL
1788,Hymenoptera,Ceratina.maculifrons,Ceratina,maculifrons,Ceratina maculifrons,Phryganocydia corymbosa,1,bbg,,NA,,NA,Brasilia Botanical Garden,Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. ,7.35,BL
1789,Hymenoptera,Ceratina.maculifrons,Ceratina,maculifrons,Ceratina maculifrons,Ouratea hexasperma,1,bbg,,NA,,NA,Brasilia Botanical Garden,Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. ,7.35,BL
1790,Hymenoptera,Ceratina.maculifrons,Ceratina,maculifrons,Ceratina maculifrons,Ouratea hexasperma,1,bbg,,NA,,NA,Brasilia Botanical Garden,Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. ,7.35,BL
1791,Hymenoptera,Ceratina.metallica,Ceratina,metallica,Ceratina metallica,Claytonia virginica,1,bfi,,NA,,NA,"Brownfield, Illinois, USA","Schemske, D. W., M. F. Willson, M. N. Melampy, L. J. Miller, L. Verner, K. M. Schemske, and L. B. Best. 1978. Flowering Ecology of Some Spring Woodland Herbs. Ecology 59:351-366.",5.75,BL
1792,Hymenoptera,Ceratina.rupestris,Ceratina,rupestris,Ceratina rupestris,Phryganocydia corymbosa,1,bbg,,NA,,NA,Brasilia Botanical Garden,Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. ,7.35,BL
1793,Hymenoptera,Ceratina.rupestris,Ceratina,rupestris,Ceratina rupestris,Phryganocydia corymbosa,1,bbg,,NA,,NA,Brasilia Botanical Garden,Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. ,7.35,BL
1794,Hymenoptera,Ceratina.sp,Ceratina,sp,Ceratina sp,Lippia rotundifolia,1,bbg,,NA,,NA,Brasilia Botanical Garden,Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. ,7.35,BL
1795,Hymenoptera,Ceratina.sp,Ceratina,sp,Ceratina sp,Mandevilla novocapitalis,1,bbg,,NA,,NA,Brasilia Botanical Garden,Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. ,7.35,BL
1796,Hymenoptera,Ceratina.sp,Ceratina,sp,Ceratina sp,Irlbachia speciosa,1,cer,wet,NA,Mar,2009,"The Cerrado, Brazil",Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. ,7.35,BL
1797,Hymenoptera,Ceratina.sp,Ceratina,sp,Ceratina sp,Cuphea linarioides,1,cer,wet,NA,Feb,2009,"The Cerrado, Brazil",Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. ,7.35,BL
1798,Hymenoptera,Ceratina.sp,Ceratina,sp,Ceratina sp,Lippia rotundifolia,1,bbg,,NA,,NA,Brasilia Botanical Garden,Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. ,7.35,BL
1799,Hymenoptera,Ceratina.sp,Ceratina,sp,Ceratina sp,Dimerostemma vestitum,1,cer,wet,NA,Jan,2009,"The Cerrado, Brazil",Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. ,7.35,BL
1800,Hymenoptera,Ceratina.sp,Ceratina,sp,Ceratina sp,Lepidaploa remotiflora,1,bbg,,NA,,NA,Brasilia Botanical Garden,Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. ,7.35,BL
1801,Hymenoptera,Ceratina.sp,Ceratina,sp,Ceratina sp,Ipomoea contorquens,1,cer,wet,NA,Mar,2009,"The Cerrado, Brazil",Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. ,7.35,BL
1802,Hymenoptera,Ceratina.sp,Ceratina,sp,Ceratina sp,Mimosa radula,1,bbg,,NA,,NA,Brasilia Botanical Garden,Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. ,7.35,BL
1803,Hymenoptera,Ceratina.sp,Ceratina,sp,Ceratina sp,Dimerostemma vestitum,1,cer,wet,NA,Dec,2008,"The Cerrado, Brazil",Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. ,7.35,BL
1804,Hymenoptera,Ceratina.sp,Ceratina,sp,Ceratina sp,Mandevilla novocapitalis,1,bbg,,NA,,NA,Brasilia Botanical Garden,Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. ,7.35,BL
1805,Hymenoptera,Ceratina.sp,Ceratina,sp,Ceratina sp,Lippia rotundifolia,1,bbg,,NA,,NA,Brasilia Botanical Garden,Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. ,7.35,BL
1806,Hymenoptera,Ceratina.sp,Ceratina,sp,Ceratina sp,Irlbachia speciosa,1,cer,wet,NA,Jan,2009,"The Cerrado, Brazil",Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. ,7.35,BL
1807,Hymenoptera,Ceratina.sp,Ceratina,sp,Ceratina sp,Pseudobombax longiflorum,1,bbg,,NA,,NA,Brasilia Botanical Garden,Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. ,7.35,BL
1808,Hymenoptera,Ceratina.sp,Ceratina,sp,Ceratina sp,Vellozia squamata,1,cer,wet,NA,Mar,2009,"The Cerrado, Brazil",Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. ,7.35,BL
1809,Hymenoptera,Ceratina.sp,Ceratina,sp,Ceratina sp,Tocoyena formosa,1,bbg,,NA,,NA,Brasilia Botanical Garden,Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. ,7.35,BL
1810,Hymenoptera,Ceratina.sp,Ceratina,sp,Ceratina sp,Vellozia squamata,1,cer,wet,NA,Mar,2009,"The Cerrado, Brazil",Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. ,7.35,BL
1811,Hymenoptera,Ceratina.sp,Ceratina,sp,Ceratina sp,Lessingianthus bardanoides,1,cer,wet,NA,Jan,2009,"The Cerrado, Brazil",Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. ,7.35,BL
1812,Hymenoptera,Ceratina.sp,Ceratina,sp,Ceratina sp,Vellozia squamata,1,cer,wet,NA,Mar,2009,"The Cerrado, Brazil",Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. ,7.35,BL
1813,Hymenoptera,Ceratina.sp,Ceratina,sp,Ceratina sp,Diplusodon oblongus,1,cer,wet,NA,Mar,2009,"The Cerrado, Brazil",Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. ,7.35,BL
1814,Hymenoptera,Ceratina.sp,Ceratina,sp,Ceratina sp,Lippia rotundifolia,1,bbg,,NA,,NA,Brasilia Botanical Garden,Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. ,7.35,BL
1815,Hymenoptera,Ceratina.sp,Ceratina,sp,Ceratina sp,Ruellia incompta,1,cer,wet,NA,Aug,2009,"The Cerrado, Brazil",Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. ,7.35,BL
1816,Hymenoptera,Ceratina.sp,Ceratina,sp,Ceratina sp,Pentstemon gracilis,1,ppc,,NA,,NA,"Pikes Peak, Colorado, USA","Clements, R. E., and F. L. Long. 1923, Experimental pollination. An outline of the ecology of flowers and insects. Washington, D.C., USA, Carnegie Institute of Washington.",7.35,BL
1817,Hymenoptera,Ceratina.sp,Ceratina,sp,Ceratina sp,Enterolobium gummiferum,1,bbg,,NA,,NA,Brasilia Botanical Garden,Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. ,7.35,BL
1818,Hymenoptera,Ceratina.sp,Ceratina,sp,Ceratina sp,Cuphea linarioides,1,cer,wet,NA,Feb,2009,"The Cerrado, Brazil",Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. ,7.35,BL
1819,Hymenoptera,Ceratina.sp,Ceratina,sp,Ceratina sp,Diplusodon oblongus,1,cer,wet,NA,Mar,2009,"The Cerrado, Brazil",Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. ,7.35,BL
1820,Hymenoptera,Ceratina.sp,Ceratina,sp,Ceratina sp,Merremia contorquens,1,cer,wet,NA,Mar,2009,"The Cerrado, Brazil",Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. ,7.35,BL
1821,Hymenoptera,Ceratina.sp,Ceratina,sp,Ceratina sp,Dimerostemma vestitum,1,cer,wet,NA,Mar,2009,"The Cerrado, Brazil",Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. ,7.35,BL
1822,Hymenoptera,Ceratina.sp,Ceratina,sp,Ceratina sp,Lepidaploa rufogrisea,1,bbg,,NA,,NA,Brasilia Botanical Garden,Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. ,7.35,BL
1823,Hymenoptera,Ceratina.sp,Ceratina,sp,Ceratina sp,Lessingianthus argyrophyllus,1,cer,wet,NA,Mar,2009,"The Cerrado, Brazil",Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. ,7.35,BL
1824,Hymenoptera,Ceratina.sp,Ceratina,sp,Ceratina sp,Hyptis desertorum,1,bbg,,NA,,NA,Brasilia Botanical Garden,Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. ,7.35,BL
1825,Hymenoptera,Ceratina.sp,Ceratina,sp,Ceratina sp,Tibouchina stenocarpa,1,bbg,,NA,,NA,Brasilia Botanical Garden,Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. ,7.35,BL
1826,Hymenoptera,Ceratina.sp,Ceratina,sp,Ceratina sp,Dimerostemma vestitum,1,cer,wet,NA,Dec,2008,"The Cerrado, Brazil",Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. ,7.35,BL
1827,Hymenoptera,Ceratina.sp,Ceratina,sp,Ceratina sp,Tocoyena formosa,1,bbg,,NA,,NA,Brasilia Botanical Garden,Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. ,7.35,BL
1828,Hymenoptera,Ceratina.sp,Ceratina,sp,Ceratina sp,Dimerostemma vestitum,1,cer,wet,NA,Mar,2009,"The Cerrado, Brazil",Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. ,7.35,BL
1829,Hymenoptera,Ceratina.sp,Ceratina,sp,Ceratina sp,Lippia rotundifolia,1,bbg,,NA,,NA,Brasilia Botanical Garden,Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. ,7.35,BL
1830,Hymenoptera,Ceratina.sp,Ceratina,sp,Ceratina sp,Stanleya pinnatifida,1,ppc,,NA,,NA,"Pikes Peak, Colorado, USA","Clements, R. E., and F. L. Long. 1923, Experimental pollination. An outline of the ecology of flowers and insects. Washington, D.C., USA, Carnegie Institute of Washington.",7.35,BL
1831,Hymenoptera,Ceratina.sp,Ceratina,sp,Ceratina sp,Hyptis conferta,1,gsv,,NA,,NA,"Guarico State, Venezuela","Ramirez, N., and Y. Brito. 1992. Pollination Biology in a Palm Swamp Community in the Venezuelan Central Plains. Botanical Journal of the Linnean Society 110:277-302.",7.35,BL
1832,Hymenoptera,Ceratina.sp,Ceratina,sp,Ceratina sp,Palicourea coriacea,1,cer,wet,NA,Jan,2009,"The Cerrado, Brazil",Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. ,7.35,BL
1833,Hymenoptera,Ceratina.sp,Ceratina,sp,Ceratina sp,Bauhinia dumosa,1,cer,wet,NA,Mar,2009,"The Cerrado, Brazil",Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. ,7.35,BL
1834,Hymenoptera,Ceratina.sp,Ceratina,sp,Ceratina sp,Lippia rotundifolia,1,bbg,,NA,,NA,Brasilia Botanical Garden,Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. ,7.35,BL
1835,Hymenoptera,Ceratina.sp,Ceratina,sp,Ceratina sp,Jacaranda caroba,1,bbg,,NA,,NA,Brasilia Botanical Garden,Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. ,7.35,BL
1836,Hymenoptera,Ceratina.sp,Ceratina,sp,Ceratina sp,Aspilia foliacea,1,cer,wet,NA,Mar,2009,"The Cerrado, Brazil",Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. ,7.35,BL
1837,Hymenoptera,Ceratina.sp,Ceratina,sp,Ceratina sp,Lessingianthus bardanoides,1,cer,wet,NA,Mar,2009,"The Cerrado, Brazil",Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. ,7.35,BL
1838,Hymenoptera,Ceratina.sp,Ceratina,sp,Ceratina sp,Vellozia squamata,1,cer,wet,NA,Mar,2009,"The Cerrado, Brazil",Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. ,7.35,BL
1839,Hymenoptera,Ceratina.sp,Ceratina,sp,Ceratina sp,Lippia rotundifolia,1,bbg,,NA,,NA,Brasilia Botanical Garden,Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. ,7.35,BL
1840,Hymenoptera,Ceratina.sp,Ceratina,sp,Ceratina sp,Davilla elliptica,1,bbg,,NA,,NA,Brasilia Botanical Garden,Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. ,7.35,BL
1841,Hymenoptera,Ceratina.sp,Ceratina,sp,Ceratina sp,Dimerostemma vestitum,1,cer,wet,NA,Jan,2009,"The Cerrado, Brazil",Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. ,7.35,BL
1842,Hymenoptera,Ceratina.sp,Ceratina,sp,Ceratina sp,Lafoensia pacari,1,bbg,,NA,,NA,Brasilia Botanical Garden,Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. ,7.35,BL
1843,Hymenoptera,Ceratina.sp,Ceratina,sp,Ceratina sp,Diplusodon oblongus,1,cer,wet,NA,Mar,2009,"The Cerrado, Brazil",Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. ,7.35,BL
1844,Hymenoptera,Ceratina.sp,Ceratina,sp,Ceratina sp,Irlbachia speciosa,1,cer,wet,NA,May,2009,"The Cerrado, Brazil",Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. ,7.35,BL
1845,Hymenoptera,Ceratina.sp,Ceratina,sp,Ceratina sp,Palicourea rigida,1,bbg,,NA,,NA,Brasilia Botanical Garden,Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. ,7.35,BL
1846,Hymenoptera,Ceratina.sp,Ceratina,sp,Ceratina sp,Dimerostemma vestitum,1,cer,wet,NA,Jan,2009,"The Cerrado, Brazil",Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. ,7.35,BL
1847,Hymenoptera,Ceratina.sp,Ceratina,sp,Ceratina sp,Diplusodon oblongus,1,cer,wet,NA,Mar,2009,"The Cerrado, Brazil",Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. ,7.35,BL
1848,Hymenoptera,Ceratina.sp,Ceratina,sp,Ceratina sp,Qualea parviflora,1,cer,wet,NA,Nov,2008,"The Cerrado, Brazil",Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. ,7.35,BL
1849,Hymenoptera,Ceratina.sp,Ceratina,sp,Ceratina sp,Diplusodon oblongus,1,cer,wet,NA,Mar,2009,"The Cerrado, Brazil",Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. ,7.35,BL
1850,Hymenoptera,Ceratina.sp,Ceratina,sp,Ceratina sp,Hyptis lythroides,1,bbg,,NA,,NA,Brasilia Botanical Garden,Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. ,7.35,BL
1851,Hymenoptera,Ceratina.sp,Ceratina,sp,Ceratina sp,Solanum paniculatum,1,bbg,,NA,,NA,Brasilia Botanical Garden,Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. ,7.35,BL
1852,Hymenoptera,Ceratina.sp,Ceratina,sp,Ceratina sp,Lippia rotundifolia,1,bbg,,NA,,NA,Brasilia Botanical Garden,Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. ,7.35,BL
1853,Hymenoptera,Ceratina.sp,Ceratina,sp,Ceratina sp,Turnera longiflora,1,bbg,,NA,,NA,Brasilia Botanical Garden,Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. ,7.35,BL
1854,Hymenoptera,Ceratina.sp,Ceratina,sp,Ceratina sp,Pavonia rosacampestris,1,cer,wet,NA,Nov,2008,"The Cerrado, Brazil",Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. ,7.35,BL
1855,Hymenoptera,Ceratina.sp,Ceratina,sp,Ceratina sp,Ouratea hexasperma,1,bbg,,NA,,NA,Brasilia Botanical Garden,Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. ,7.35,BL
1856,Hymenoptera,Ceratina.sp,Ceratina,sp,Ceratina sp,Mertensia sibirica,1,ppc,,NA,,NA,"Pikes Peak, Colorado, USA","Clements, R. E., and F. L. Long. 1923, Experimental pollination. An outline of the ecology of flowers and insects. Washington, D.C., USA, Carnegie Institute of Washington.",7.35,BL
1857,Hymenoptera,Ceratina.sp,Ceratina,sp,Ceratina sp,Lippia rotundifolia,1,bbg,,NA,,NA,Brasilia Botanical Garden,Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. ,7.35,BL
1858,Hymenoptera,Ceratina.sp,Ceratina,sp,Ceratina sp,Lepidaploa remotiflora,1,bbg,,NA,,NA,Brasilia Botanical Garden,Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. ,7.35,BL
1859,Hymenoptera,Ceratina.sp,Ceratina,sp,Ceratina sp,Lepidaploa remotiflora,1,bbg,,NA,,NA,Brasilia Botanical Garden,Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. ,7.35,BL
